	 URL	 Mobile_Accessibility	 Desktop_Accessibility			
	https://dhcp9-132.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-232.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-232.dart.ns.ec.gc.ca/	 	 			
	https://whx-dev-etch32.dart.ns.ec.gc.ca/	 	 			
	https://vpn32.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-155.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-255.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-255.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-65.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-65.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-165.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-165.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-165.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-75.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-75.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-175.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-175.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-175.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-85.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-85.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-185.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-185.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-185.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-95.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-95.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-195.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-195.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-195.dart.ns.ec.gc.ca/	 	 			
	https://aspcninjolab5.dart.ns.ec.gc.ca/	 	 			
	https://whx-natlab5.dart.ns.ec.gc.ca/	 	 			
	https://lanswitch5.dart.ns.ec.gc.ca/	 	 			
	https://sanswitch5.dart.ns.ec.gc.ca/	 	 			
	https://whxtemp5.dart.ns.ec.gc.ca/	 	 			
	https://whx-ops5.dart.ns.ec.gc.ca/	 	 			
	https://whx-project5.dart.ns.ec.gc.ca/	 	 			
	https://whx-edu5.dart.ns.ec.gc.ca/	 	 			
	https://aspctw5.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-6.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-8.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-8.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-217.dart.ns.ec.gc.ca/	 	 			
	https://backbone17.dart.ns.ec.gc.ca/	 	 			
	https://vpn17.dart.ns.ec.gc.ca/	 	 			
	https://whx-edu17.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-27.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-27.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-27.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-127.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-127.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-127.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-227.dart.ns.ec.gc.ca/	 	 			
	https://dhcp13-227.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-227.dart.ns.ec.gc.ca/	 	 			
	https://vpn27.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-37.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-37.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-137.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-137.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-137.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-237.dart.ns.ec.gc.ca/	 	 			
	https://dhcp13-237.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-237.dart.ns.ec.gc.ca/	 	 			
	https://vpn37.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-47.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-47.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-147.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-147.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-147.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-247.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-247.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-247.dart.ns.ec.gc.ca/	 	 			
	https://vpn47.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-57.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-57.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-157.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-157.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-157.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-67.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-67.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-167.dart.ns.ec.gc.ca/	 	 			
	https://static8-167.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-167.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-77.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-77.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-177.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-177.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-177.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-87.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-87.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-187.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-187.dart.ns.ec.gc.ca/	 	 			
	https://static8-187.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-187.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-97.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-97.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-197.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-197.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-197.dart.ns.ec.gc.ca/	 	 			
	https://aspcninjolab7.dart.ns.ec.gc.ca/	 	 			
	https://lanswitch7.dart.ns.ec.gc.ca/	 	 			
	https://whxtemp7.dart.ns.ec.gc.ca/	 	 			
	https://whx-ops7.dart.ns.ec.gc.ca/	 	 			
	https://whxs7.dart.ns.ec.gc.ca/	 	 			
	https://whx-project7.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-6.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-106.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-106.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-106.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-206.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-206.dart.ns.ec.gc.ca/	 	 			
	https://ppp06.dart.ns.ec.gc.ca/	 	 			
	https://whx-ifw-edu06.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-16.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-16.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-16.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-116.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-116.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-116.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-216.dart.ns.ec.gc.ca/	 	 			
	https://static8-216.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-216.dart.ns.ec.gc.ca/	 	 			
	https://lanswitch16.dart.ns.ec.gc.ca/	 	 			
	https://vpn16.dart.ns.ec.gc.ca/	 	 			
	https://pppxmit16.dart.ns.ec.gc.ca/	 	 			
	https://whx-edu16.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-26.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-26.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-26.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-126.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-126.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-126.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-226.dart.ns.ec.gc.ca/	 	 			
	https://dhcp13-226.dart.ns.ec.gc.ca/	 	 			
	https://whx-pds-new1.dart.ns.ec.gc.ca/	 	 			
	https://aspc-san-sw1.dart.ns.ec.gc.ca/	 	 			
	https://aspctw1.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-2.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-2.dart.ns.ec.gc.ca/	 	 			
	https://whx-ccr1-2.dart.ns.ec.gc.ca/	 	 			
	https://whx-ninjo-ops1-2.dart.ns.ec.gc.ca/	 	 			
	https://whx-ninjo-ops2-2.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-2.dart.ns.ec.gc.ca/	 	 			
	https://sw-aspc-2.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-102.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-102.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-102.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-202.dart.ns.ec.gc.ca/	 	 			
	https://static8-202.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-202.dart.ns.ec.gc.ca/	 	 			
	https://whx-ifw-lab02.dart.ns.ec.gc.ca/	 	 			
	https://whx-xoa-self02.dart.ns.ec.gc.ca/	 	 			
	https://whx-ifw-proj02.dart.ns.ec.gc.ca/	 	 			
	https://ppp02.dart.ns.ec.gc.ca/	 	 			
	https://whx-ifw-par02.dart.ns.ec.gc.ca/	 	 			
	https://whx-ifw-edu02.dart.ns.ec.gc.ca/	 	 			
	https://whx-xen-ifw02.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-12.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-12.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-12.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-112.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-112.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-112.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-212.dart.ns.ec.gc.ca/	 	 			
	https://static8-212.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-212.dart.ns.ec.gc.ca/	 	 			
	https://vpn12.dart.ns.ec.gc.ca/	 	 			
	https://ppp12.dart.ns.ec.gc.ca/	 	 			
	https://pppxmit12.dart.ns.ec.gc.ca/	 	 			
	https://whx-edu12.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-22.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-22.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-22.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-122.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-122.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-122.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-222.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-222.dart.ns.ec.gc.ca/	 	 			
	https://vpn22.dart.ns.ec.gc.ca/	 	 			
	https://whx-edu22.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-32.dart.ns.ec.gc.ca/	 	 			
	https://rrevmbd-veerrdb.ss.ec.gc.ca/	 	 			
	https://ec.ss.ec.gc.ca/	100	100			
	https://ec.ss.ec.gc.ca/en/cs?&GAURI=https://ec.ss.ec.gc.ca/auth/{l2}	https://erris-sirre.ss.ec.gc.ca/&GAREASONCODE=-1&GARESOURCEID=errissirre41&Reason=-1&APPID=errissirre41&URI=https://erris-sirre.ss.ec.gc.ca/	100			
	https://ec.ss.ec.gc.ca/en/cs?&GAURI=https://ec.ss.ec.gc.ca/auth/{l2}	https://cb-bc.ges-ghg.ss.ec.gc.ca/&GAREASONCODE=-1&GARESOURCEID=cbbcgesghgssecgcca_41&Reason=-1&APPID=cbbcgesghgssecgcca_41&URI=https://cb-bc.ges-ghg.ss.ec.gc.ca/	100			
	https://ec.ss.ec.gc.ca/en/cs?&GAURI=https://ec.ss.ec.gc.ca/auth/{l2}	https://ec.ges-ghg.ss.ec.gc.ca/&GAREASONCODE=-1&GARESOURCEID=ecgesghgssp2&Reason=-1&APPID=ecgesghgssp2&URI=https://ec.ges-ghg.ss.ec.gc.ca/	100			
	https://ec.ss.ec.gc.ca/en/cs?&GAURI=https://ec.ss.ec.gc.ca/auth/{l2}	https://on.ges-ghg.ss.ec.gc.ca/&GAREASONCODE=-1&GARESOURCEID=ongesghgssp2&Reason=-1&APPID=ongesghgssp2&URI=https://on.ges-ghg.ss.ec.gc.ca/	100			
	https://ec.ss.ec.gc.ca/en/cs?&GAURI=https://ec.ss.ec.gc.ca/auth/{l2}	https://inrp-npri.ss.ec.gc.ca/&GAREASONCODE=-1&GARESOURCEID=inrpnpriss41&Reason=-1&APPID=inrpnpriss41&URI=https://inrp-npri.ss.ec.gc.ca/	100			
	https://ec.ss.ec.gc.ca/en/cs?&GAURI=https://ec.ss.ec.gc.ca/auth/{l2}	https://rrevm-veerr.ss.ec.gc.ca/&GAREASONCODE=-1&GARESOURCEID=rrevmveerr41&Reason=-1&APPID=rrevmveerr41&URI=https://rrevm-veerr.ss.ec.gc.ca/	100			
	https://s.ss.ec.gc.ca/	 	 			
	https://services.ss.ec.gc.ca/	 	 			
	https://ec.ss.ec.gc.ca/en/cs?&GAURI=https://ec.ss.ec.gc.ca/auth/{l2}	https://apps.ss.ec.gc.ca/&GAREASONCODE=-1&GARESOURCEID=appsssecgccanewp1&Reason=-1&APPID=appsssecgccanewp1&URI=https://apps.ss.ec.gc.ca/	100			
	https://gudne-owners.ss.ec.gc.ca/	 	 			
	https://ec.ss.ec.gc.ca/en/cs?&GAURI=https://ec.ss.ec.gc.ca/auth/{l2}	https://sdercr-rfrers.ss.ec.gc.ca/&GAREASONCODE=-1&GARESOURCEID=sdercrrfrersss41&Reason=-1&APPID=sdercrrfrersss41&URI=https://sdercr-rfrers.ss.ec.gc.ca/	100			
	https://www.permis-permits.ec.gc.ca/	100	100			
	https://www.permis-permits.ec.gc.ca/	100	100			
	https://whx-auth.dart.ns.ec.gc.ca/	 	 			
	https://whx-fai.dart.ns.ec.gc.ca/	 	 			
	https://whx-aqhi.dart.ns.ec.gc.ca/	 	 			
	https://youngj.dart.ns.ec.gc.ca/	 	 			
	https://atlantic-bk.dart.ns.ec.gc.ca/	 	 			
	https://ww-atl.dart.ns.ec.gc.ca/	 	 			
	https://whx-sam.dart.ns.ec.gc.ca/	 	 			
	https://gwdarem.dart.ns.ec.gc.ca/	 	 			
	https://whxlab-mm.dart.ns.ec.gc.ca/	 	 			
	https://whxfeed-mm.dart.ns.ec.gc.ca/	 	 			
	https://bladecentremm.dart.ns.ec.gc.ca/	 	 			
	https://whx-das-test2.dart.ns.ec.gc.ca/	 	 			
	https://whxtest2.dart.ns.ec.gc.ca/	 	 			
	https://whx-edu2.dart.ns.ec.gc.ca/	 	 			
	https://atlantic-dev2.dart.ns.ec.gc.ca/	 	 			
	https://whx-pds-new2.dart.ns.ec.gc.ca/	 	 			
	https://aspctw2.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-3.dart.ns.ec.gc.ca/	 	 			
	https://arms-inac.dev.ec.gc.ca/	 	 			
	https://woudc.dev.ec.gc.ca/	 	 			
	https://climat-quebec.dev.ec.gc.ca/	 	 			
	https://persec.dev.ec.gc.ca/	 	 			
	https://gcwcc-ccmtgc.dev.ec.gc.ca/	 	 			
	https://elearning-iaac-aeic.dev.ec.gc.ca/	 	 			
	https://cosewic.dev.ec.gc.ca/	 	 			
	https://climate-change.restored.dev.ec.gc.ca/	 	 			
	https://subscribe.dev.ec.gc.ca/	 	 			
	https://nrtee-trnee.dev.ec.gc.ca/	 	 			
	https://nrtee.dev.ec.gc.ca/	 	 			
	https://climate-change.dev.ec.gc.ca/	 	 			
	https://climatechange.dev.ec.gc.ca/	 	 			
	https://protection-environnementale.dev.ec.gc.ca/	 	 			
	https://sitesecure.dev.ec.gc.ca/	 	 			
	https://departure.dev.ec.gc.ca/	 	 			
	https://pollution-waste.dev.ec.gc.ca/	 	 			
	https://jointoilsandsmonitoring.dev.ec.gc.ca/	 	 			
	https://nhsdm.dev.ec.gc.ca/	 	 			
	https://opendcim.dev.ec.gc.ca/	 	 			
	https://josm.dev.ec.gc.ca/	 	 			
	https://atrium.dev.ec.gc.ca/	 	 			
	https://ecoaction.dev.ec.gc.ca/	 	 			
	https://environmental-protection.dev.ec.gc.ca/	 	 			
	https://dhcp10-108.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-108.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-108.dart.ns.ec.gc.ca/	 	 			
	https://static-108.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-208.dart.ns.ec.gc.ca/	 	 			
	https://static8-208.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-208.dart.ns.ec.gc.ca/	 	 			
	https://ppp08.dart.ns.ec.gc.ca/	 	 			
	https://whx-ifw-edu08.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-18.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-18.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-18.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-118.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-118.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-118.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-218.dart.ns.ec.gc.ca/	 	 			
	https://static8-218.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-218.dart.ns.ec.gc.ca/	 	 			
	https://vpn18.dart.ns.ec.gc.ca/	 	 			
	https://whx-wxapps18.dart.ns.ec.gc.ca/	 	 			
	https://whx-edu18.dart.ns.ec.gc.ca/	 	 			
	https://woods.cis.ec.gc.ca/	 	 			
	https://edwards.cis.ec.gc.ca/	 	 			
	https://raanes.cis.ec.gc.ca/	 	 			
	https://nfs.cis.ec.gc.ca/	 	 			
	https://polarisfs.cis.ec.gc.ca/	 	 			
	https://nais.cis.ec.gc.ca/	 	 			
	https://ice-datahub-ops.cis.ec.gc.ca/	 	 			
	https://ice-regapps.cis.ec.gc.ca/	 	 			
	https://ice-rapps.cis.ec.gc.ca/	 	 			
	https://ice-wxapps.cis.ec.gc.ca/	 	 			
	https://cups.cis.ec.gc.ca/	 	 			
	https://ice-cups.cis.ec.gc.ca/	 	 			
	https://humakt.cis.ec.gc.ca/	 	 			
	https://arcent.cis.ec.gc.ca/	 	 			
	https://sarrast.cis.ec.gc.ca/	 	 			
	https://test.cis.ec.gc.ca/	 	 			
	https://nsw-proto-dev.cis.ec.gc.ca/	 	 			
	https://ice-wxapps-dev.cis.ec.gc.ca/	 	 			
	https://ice-opslnx-dev.cis.ec.gc.ca/	 	 			
	https://polarisfsnew.cis.ec.gc.ca/	 	 			
	https://ice-ifw-tilley.cis.ec.gc.ca/	 	 			
	https://library.cis.ec.gc.ca/	 	 			
	https://vlibrary.cis.ec.gc.ca/	 	 			
	https://iceproxy.cis.ec.gc.ca/	 	 			
	https://ice-dvproxy.cis.ec.gc.ca/	 	 			
	https://gis.ec.gc.ca/	 	 			
	https://www.sis.ec.gc.ca/	 	 			
	https://fwdar1-1.ns.ec.gc.ca/	 	 			
	https://fwdar1.ns.ec.gc.ca/	 	 			
	https://www1.ns.ec.gc.ca/	 	 			
	https://fwdar1-2.ns.ec.gc.ca/	 	 			
	https://gwdar2.ns.ec.gc.ca/	 	 			
	https://www2.ns.ec.gc.ca/	 	 			
	https://mail.ns.ec.gc.ca/	 	 			
	https://mailman.ns.ec.gc.ca/	 	 			
	https://pop.ns.ec.gc.ca/	 	 			
	https://clients.ns.ec.gc.ca/	 	 			
	https://ts2000.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-100.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-100.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-100.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-200.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-200.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-200.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-10.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-10.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-10.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-110.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-110.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-110.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-210.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-210.dart.ns.ec.gc.ca/	 	 			
	https://aspcninjolab10.dart.ns.ec.gc.ca/	 	 			
	https://ppp10.dart.ns.ec.gc.ca/	 	 			
	https://whx-ifw-ops10.dart.ns.ec.gc.ca/	 	 			
	https://whx-edu10.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-20.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-20.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-120.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-120.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-120.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-220.dart.ns.ec.gc.ca/	 	 			
	https://static8-220.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-220.dart.ns.ec.gc.ca/	 	 			
	https://vpn20.dart.ns.ec.gc.ca/	 	 			
	https://aspcninjo20.dart.ns.ec.gc.ca/	 	 			
	https://whx-edu20.dart.ns.ec.gc.ca/	 	 			
	https://aspcninjotw20.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-30.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-30.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-30.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-130.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-130.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-130.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-230.dart.ns.ec.gc.ca/	 	 			
	https://dhcp13-230.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-230.dart.ns.ec.gc.ca/	 	 			
	https://vpn30.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-40.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-40.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-140.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-140.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-140.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-240.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-240.dart.ns.ec.gc.ca/	 	 			
	https://vpn40.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-50.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-50.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-150.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-150.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-150.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-250.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-250.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-250.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-60.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-60.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-160.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-160.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-160.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-70.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-70.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-170.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-170.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-170.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-80.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-80.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-180.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-180.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-180.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-90.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-90.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-190.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-190.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-190.dart.ns.ec.gc.ca/	 	 			
	https://whx-moxa0.dart.ns.ec.gc.ca/	 	 			
	https://vpn0.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-1.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-1.dart.ns.ec.gc.ca/	 	 			
	https://whx-ninjo-proj1-1.dart.ns.ec.gc.ca/	 	 			
	https://vpndar1-1.dart.ns.ec.gc.ca/	 	 			
	https://whx-ninjo-ccr1-1.dart.ns.ec.gc.ca/	 	 			
	https://whx-ccr1-1.dart.ns.ec.gc.ca/	 	 			
	https://whx-ninjo-ops1-1.dart.ns.ec.gc.ca/	 	 			
	https://whx-ninjo-lab2-1.dart.ns.ec.gc.ca/	 	 			
	https://whx-ninjo-ops2-1.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-1.dart.ns.ec.gc.ca/	 	 			
	https://sw-aspc-1.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-101.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-101.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-101.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-201.dart.ns.ec.gc.ca/	 	 			
	https://vpn26.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-36.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-36.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-136.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-136.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-136.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-236.dart.ns.ec.gc.ca/	 	 			
	https://dhcp13-236.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-236.dart.ns.ec.gc.ca/	 	 			
	https://vpn36.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-46.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-46.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-146.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-146.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-146.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-246.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-246.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-246.dart.ns.ec.gc.ca/	 	 			
	https://vpn46.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-56.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-56.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-156.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-156.dart.ns.ec.gc.ca/	 	 			
	https://static8-156.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-156.dart.ns.ec.gc.ca/	 	 			
	https://dhcp11-66.dart.ns.ec.gc.ca/	 	 			
	https://dhcp9-66.dart.ns.ec.gc.ca/	 	 			
	https://dhcp10-166.dart.ns.ec.gc.ca/	 	 			
